11 400
1 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 5 2 6 3 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 5 2 7 3 4 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 5 2 8 3 4 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 5 2 9 3 4 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22
1 5 2 10 3 4 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22
1 5 2 11 3 4 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22
1 5 2 12 3 4 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22
1 5 2 13 3 4 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22
1 5 2 14 3 4 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22
1 5 2 15 3 4 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22
1 5 2 16 3 4 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22
1 5 2 17 3 4 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22
1 5 2 18 3 4 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22
1 5 2 19 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22
1 5 2 20 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22
1 5 2 21 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22
1 5 2 22 3 4 6 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
1 6 2 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 6 2 4 3 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 6 2 5 3 4 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 6 2 7 3 4 5 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 6 2 8 3 4 5 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 6 2 9 3 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22
1 6 2 10 3 4 5 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22
1 6 2 11 3 4 5 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22
1 6 2 12 3 4 5 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22
1 6 2 13 3 4 5 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22
1 6 2 14 3 4 5 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22
1 6 2 15 3 4 5 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22
1 6 2 16 3 4 5 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22
1 6 2 17 3 4 5 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22
1 6 2 18 3 4 5 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22
1 6 2 19 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 20 21 22
1 6 2 20 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 21 22
1 6 2 21 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 22
1 6 2 22 3 4 5 7 8 9 10 11 12 13 14 15 16 17 18 19 20 21
1 7 2 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 7 2 4 3 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 7 2 5 3 4 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 7 2 6 3 4 5 8 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 7 2 8 3 4 5 6 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 7 2 9 3 4 5 6 8 10 11 12 13 14 15 16 17 18 19 20 21 22
1 7 2 10 3 4 5 6 8 9 11 12 13 14 15 16 17 18 19 20 21 22
1 7 2 11 3 4 5 6 8 9 10 12 13 14 15 16 17 18 19 20 21 22
1 7 2 12 3 4 5 6 8 9 10 11 13 14 15 16 17 18 19 20 21 22
1 7 2 13 3 4 5 6 8 9 10 11 12 14 15 16 17 18 19 20 21 22
1 7 2 14 3 4 5 6 8 9 10 11 12 13 15 16 17 18 19 20 21 22
1 7 2 15 3 4 5 6 8 9 10 11 12 13 14 16 17 18 19 20 21 22
1 7 2 16 3 4 5 6 8 9 10 11 12 13 14 15 17 18 19 20 21 22
1 7 2 17 3 4 5 6 8 9 10 11 12 13 14 15 16 18 19 20 21 22
1 7 2 18 3 4 5 6 8 9 10 11 12 13 14 15 16 17 19 20 21 22
1 7 2 19 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 20 21 22
1 7 2 20 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 21 22
1 7 2 21 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 22
1 7 2 22 3 4 5 6 8 9 10 11 12 13 14 15 16 17 18 19 20 21
1 8 2 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 8 2 4 3 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 8 2 5 3 4 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 8 2 6 3 4 5 7 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 8 2 7 3 4 5 6 9 10 11 12 13 14 15 16 17 18 19 20 21 22
1 8 2 9 3 4 5 6 7 10 11 12 13 14 15 16 17 18 19 20 21 22
1 8 2 10 3 4 5 6 7 9 11 12 13 14 15 16 17 18 19 20 21 22
1 8 2 11 3 4 5 6 7 9 10 12 13 14 15 16 17 18 19 20 21 22
1 8 2 12 3 4 5 6 7 9 10 11 13 14 15 16 17 18 19 20 21 22
1 8 2 13 3 4 5 6 7 9 10 11 12 14 15 16 17 18 19 20 21 22
1 8 2 14 3 4 5 6 7 9 10 11 12 13 15 16 17 18 19 20 21 22
1 8 2 15 3 4 5 6 7 9 10 11 12 13 14 16 17 18 19 20 21 22
1 8 2 16 3 4 5 6 7 9 10 11 12 13 14 15 17 18 19 20 21 22
1 8 2 17 3 4 5 6 7 9 10 11 12 13 14 15 16 18 19 20 21 22
1 8 2 18 3 4 5 6 7 9 10 11 12 13 14 15 16 17 19 20 21 22
1 8 2 19 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 20 21 22
1 8 2 20 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 21 22
1 8 2 21 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 22
1 8 2 22 3 4 5 6 7 9 10 11 12 13 14 15 16 17 18 19 20 21
1 9 2 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22
1 9 2 4 3 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22
1 9 2 5 3 4 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22
1 9 2 6 3 4 5 7 8 10 11 12 13 14 15 16 17 18 19 20 21 22
1 9 2 7 3 4 5 6 8 10 11 12 13 14 15 16 17 18 19 20 21 22
1 9 2 8 3 4 5 6 7 10 11 12 13 14 15 16 17 18 19 20 21 22
1 9 2 10 3 4 5 6 7 8 11 12 13 14 15 16 17 18 19 20 21 22
1 9 2 11 3 4 5 6 7 8 10 12 13 14 15 16 17 18 19 20 21 22
1 9 2 12 3 4 5 6 7 8 10 11 13 14 15 16 17 18 19 20 21 22
1 9 2 13 3 4 5 6 7 8 10 11 12 14 15 16 17 18 19 20 21 22
1 9 2 14 3 4 5 6 7 8 10 11 12 13 15 16 17 18 19 20 21 22
1 9 2 15 3 4 5 6 7 8 10 11 12 13 14 16 17 18 19 20 21 22
1 9 2 16 3 4 5 6 7 8 10 11 12 13 14 15 17 18 19 20 21 22
1 9 2 17 3 4 5 6 7 8 10 11 12 13 14 15 16 18 19 20 21 22
1 9 2 18 3 4 5 6 7 8 10 11 12 13 14 15 16 17 19 20 21 22
1 9 2 19 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 20 21 22
1 9 2 20 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 21 22
1 9 2 21 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 22
1 9 2 22 3 4 5 6 7 8 10 11 12 13 14 15 16 17 18 19 20 21
1 10 2 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22
1 10 2 4 3 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22
1 10 2 5 3 4 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22
1 10 2 6 3 4 5 7 8 9 11 12 13 14 15 16 17 18 19 20 21 22
1 10 2 7 3 4 5 6 8 9 11 12 13 14 15 16 17 18 19 20 21 22
1 10 2 8 3 4 5 6 7 9 11 12 13 14 15 16 17 18 19 20 21 22
1 10 2 9 3 4 5 6 7 8 11 12 13 14 15 16 17 18 19 20 21 22
1 10 2 11 3 4 5 6 7 8 9 12 13 14 15 16 17 18 19 20 21 22
1 10 2 12 3 4 5 6 7 8 9 11 13 14 15 16 17 18 19 20 21 22
1 10 2 13 3 4 5 6 7 8 9 11 12 14 15 16 17 18 19 20 21 22
1 10 2 14 3 4 5 6 7 8 9 11 12 13 15 16 17 18 19 20 21 22
1 10 2 15 3 4 5 6 7 8 9 11 12 13 14 16 17 18 19 20 21 22
1 10 2 16 3 4 5 6 7 8 9 11 12 13 14 15 17 18 19 20 21 22
1 10 2 17 3 4 5 6 7 8 9 11 12 13 14 15 16 18 19 20 21 22
1 10 2 18 3 4 5 6 7 8 9 11 12 13 14 15 16 17 19 20 21 22
1 10 2 19 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 20 21 22
1 10 2 20 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 21 22
1 10 2 21 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 22
1 10 2 22 3 4 5 6 7 8 9 11 12 13 14 15 16 17 18 19 20 21
1 11 2 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22
1 11 2 4 3 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22
1 11 2 5 3 4 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22
1 11 2 6 3 4 5 7 8 9 10 12 13 14 15 16 17 18 19 20 21 22
1 11 2 7 3 4 5 6 8 9 10 12 13 14 15 16 17 18 19 20 21 22
1 11 2 8 3 4 5 6 7 9 10 12 13 14 15 16 17 18 19 20 21 22
1 11 2 9 3 4 5 6 7 8 10 12 13 14 15 16 17 18 19 20 21 22
1 11 2 10 3 4 5 6 7 8 9 12 13 14 15 16 17 18 19 20 21 22
1 11 2 12 3 4 5 6 7 8 9 10 13 14 15 16 17 18 19 20 21 22
1 11 2 13 3 4 5 6 7 8 9 10 12 14 15 16 17 18 19 20 21 22
1 11 2 14 3 4 5 6 7 8 9 10 12 13 15 16 17 18 19 20 21 22
1 11 2 15 3 4 5 6 7 8 9 10 12 13 14 16 17 18 19 20 21 22
1 11 2 16 3 4 5 6 7 8 9 10 12 13 14 15 17 18 19 20 21 22
1 11 2 17 3 4 5 6 7 8 9 10 12 13 14 15 16 18 19 20 21 22
1 11 2 18 3 4 5 6 7 8 9 10 12 13 14 15 16 17 19 20 21 22
1 11 2 19 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 20 21 22
1 11 2 20 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 21 22
1 11 2 21 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 22
1 11 2 22 3 4 5 6 7 8 9 10 12 13 14 15 16 17 18 19 20 21
1 12 2 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22
1 12 2 4 3 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22
1 12 2 5 3 4 6 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22
1 12 2 6 3 4 5 7 8 9 10 11 13 14 15 16 17 18 19 20 21 22
1 12 2 7 3 4 5 6 8 9 10 11 13 14 15 16 17 18 19 20 21 22
1 12 2 8 3 4 5 6 7 9 10 11 13 14 15 16 17 18 19 20 21 22
1 12 2 9 3 4 5 6 7 8 10 11 13 14 15 16 17 18 19 20 21 22
1 12 2 10 3 4 5 6 7 8 9 11 13 14 15 16 17 18 19 20 21 22
1 12 2 11 3 4 5 6 7 8 9 10 13 14 15 16 17 18 19 20 21 22
1 12 2 13 3 4 5 6 7 8 9 10 11 14 15 16 17 18 19 20 21 22
1 12 2 14 3 4 5 6 7 8 9 10 11 13 15 16 17 18 19 20 21 22
1 12 2 15 3 4 5 6 7 8 9 10 11 13 14 16 17 18 19 20 21 22
1 12 2 16 3 4 5 6 7 8 9 10 11 13 14 15 17 18 19 20 21 22
1 12 2 17 3 4 5 6 7 8 9 10 11 13 14 15 16 18 19 20 21 22
1 12 2 18 3 4 5 6 7 8 9 10 11 13 14 15 16 17 19 20 21 22
1 12 2 19 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 20 21 22
1 12 2 20 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 22
1 12 2 21 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 22
1 12 2 22 3 4 5 6 7 8 9 10 11 13 14 15 16 17 18 19 20 22
1 13 2 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22
1 13 2 4 3 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22
1 13 2 5 3 4 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22
1 13 2 6 3 4 5 7 8 9 10 11 12 14 15 16 17 18 19 20 21 22
1 13 2 7 3 4 5 6 8 9 10 11 12 14 15 16 17 18 19 20 21 22
1 13 2 8 3 4 5 6 7 9 10 11 12 14 15 16 17 18 19 20 21 22
1 13 2 9 3 4 5 6 7 8 10 11 12 14 15 16 17 18 19 20 21 22
1 13 2 10 3 4 5 6 7 8 9 11 12 14 15 16 17 18 19 20 21 22
1 13 2 11 3 4 5 6 7 8 9 10 12 14 15 16 17 18 19 20 21 22
1 13 2 12 3 4 5 6 7 8 9 10 11 14 15 16 17 18 19 20 21 22
1 13 2 14 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 22
1 13 2 15 3 4 5 6 7 8 9 10 11 12 14 16 17 18 19 20 21 22
1 13 2 16 3 4 5 6 7 8 9 10 11 12 14 15 17 18 19 20 21 22
1 13 2 17 3 4 5 6 7 8 9 10 11 12 14 15 16 18 19 20 21 22
1 13 2 18 3 4 5 6 7 8 9 10 11 12 14 15 16 17 19 20 21 22
1 13 2 19 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 20 21 22
1 13 2 20 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 21 22
1 13 2 21 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 22
1 13 2 22 3 4 5 6 7 8 9 10 11 12 14 15 16 17 18 19 20 21
1 14 2 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22
1 14 2 4 3 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22
1 14 2 5 3 4 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22
1 14 2 6 3 4 5 7 8 9 10 11 12 13 15 16 17 18 19 20 21 22
1 14 2 7 3 4 5 6 8 9 10 11 12 13 15 16 17 18 19 20 21 22
1 14 2 8 3 4 5 6 7 9 10 11 12 13 15 16 17 18 19 20 21 22
1 14 2 9 3 4 5 6 7 8 10 11 12 13 15 16 17 18 19 20 21 22
1 14 2 10 3 4 5 6 7 8 9 11 12 13 15 16 17 18 19 20 21 22
1 14 2 11 3 4 5 6 7 8 9 10 12 13 15 16 17 18 19 20 21 22
1 14 2 12 3 4 5 6 7 8 9 10 11 13 15 16 17 18 19 20 21 22
1 14 2 13 3 4 5 6 7 8 9 10 11 12 15 16 17 18 19 20 21 22
1 14 2 15 3 4 5 6 7 8 9 10 11 12 13 16 17 18 19 20 21 22
1 14 2 16 3 4 5 6 7 8 9 10 11 12 13 15 17 18 19 20 21 22
1 14 2 17 3 4 5 6 7 8 9 10 11 12 13 15 16 18 19 20 21 22
1 14 2 18 3 4 5 6 7 8 9 10 11 12 13 15 16 17 19 20 21 22
1 14 2 19 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 20 21 22
1 14 2 20 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 21 22
1 14 2 21 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 22
1 14 2 22 3 4 5 6 7 8 9 10 11 12 13 15 16 17 18 19 20 21
1 15 2 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22
1 15 2 4 3 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22
1 15 2 5 3 4 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22
1 15 2 6 3 4 5 7 8 9 10 11 12 13 14 16 17 18 19 20 21 22
1 15 2 7 3 4 5 6 8 9 10 11 12 13 14 16 17 18 19 20 21 22
1 15 2 8 3 4 5 6 7 9 10 11 12 13 14 16 17 18 19 20 21 22
1 15 2 9 3 4 5 6 7 8 10 11 12 13 14 16 17 18 19 20 21 22
1 15 2 10 3 4 5 6 7 8 9 11 12 13 14 16 17 18 19 20 21 22
1 15 2 11 3 4 5 6 7 8 9 10 12 13 14 16 17 18 19 20 21 22
1 15 2 12 3 4 5 6 7 8 9 10 11 13 14 16 17 18 19 20 21 22
1 15 2 13 3 4 5 6 7 8 9 10 11 12 14 16 17 18 19 20 21 22
1 15 2 14 3 4 5 6 7 8 9 10 11 12 13 16 17 18 19 20 21 22
1 15 2 16 3 4 5 6 7 8 9 10 11 12 13 14 17 18 19 20 21 22
1 15 2 17 3 4 5 6 7 8 9 10 11 12 13 14 16 18 19 20 21 22
1 15 2 18 3 4 5 6 7 8 9 10 11 12 13 14 16 17 19 20 21 22
1 15 2 19 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 20 21 22
1 15 2 20 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 21 22
1 15 2 21 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 22
1 15 2 22 3 4 5 6 7 8 9 10 11 12 13 14 16 17 18 19 20 21
1 16 2 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22
1 16 2 4 3 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22
1 16 2 5 3 4 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22
1 16 2 6 3 4 5 7 8 9 10 11 12 13 14 15 17 18 19 20 21 22
1 16 2 7 3 4 5 6 8 9 10 11 12 13 14 15 17 18 19 20 21 22
1 16 2 8 3 4 5 6 7 9 10 11 12 13 14 15 17 18 19 20 21 22
1 16 2 9 3 4 5 6 7 8 10 11 12 13 14 15 17 18 19 20 21 22
1 16 2 10 3 4 5 6 7 8 9 11 12 13 14 15 17 18 19 20 21 22
1 16 2 11 3 4 5 6 7 8 9 10 12 13 14 15 17 18 19 20 21 22
1 16 2 12 3 4 5 6 7 8 9 10 11 13 14 15 17 18 19 20 21 22
1 16 2 13 3 4 5 6 7 8 9 10 11 12 14 15 17 18 19 20 21 22
1 16 2 14 3 4 5 6 7 8 9 10 11 12 13 15 17 18 19 20 21 22
1 16 2 15 3 4 5 6 7 8 9 10 11 12 13 14 17 18 19 20 21 22
1 16 2 17 3 4 5 6 7 8 9 10 11 12 13 14 15 18 19 20 21 22
1 16 2 18 3 4 5 6 7 8 9 10 11 12 13 14 15 17 19 20 21 22
1 16 2 19 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 20 21 22
1 16 2 20 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 21 22
1 16 2 21 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 22
1 16 2 22 3 4 5 6 7 8 9 10 11 12 13 14 15 17 18 19 20 21
1 17 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22
1 17 2 4 3 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22
1 17 2 5 3 4 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22
1 17 2 6 3 4 5 7 8 9 10 11 12 13 14 15 16 18 19 20 21 22
1 17 2 7 3 4 5 6 8 9 10 11 12 13 14 15 16 18 19 20 21 22
1 17 2 8 3 4 5 6 7 9 10 11 12 13 14 15 16 18 19 20 21 22
1 17 2 9 3 4 5 6 7 8 10 11 12 13 14 15 16 18 19 20 21 22
1 17 2 10 3 4 5 6 7 8 9 11 12 13 14 15 16 18 19 20 21 22
1 17 2 11 3 4 5 6 7 8 9 10 12 13 14 15 16 18 19 20 21 22
1 17 2 12 3 4 5 6 7 8 9 10 11 13 14 15 16 18 19 20 21 22
1 17 2 13 3 4 5 6 7 8 9 10 11 12 14 15 16 18 19 20 21 22
1 17 2 14 3 4 5 6 7 8 9 10 11 12 13 15 16 18 19 20 21 22
1 17 2 15 3 4 5 6 7 8 9 10 11 12 13 14 16 18 19 20 21 22
1 17 2 16 3 4 5 6 7 8 9 10 11 12 13 14 15 18 19 20 21 22
1 17 2 18 3 4 5 6 7 8 9 10 11 12 13 14 15 16 19 20 21 22
1 17 2 19 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 20 21 22
1 17 2 20 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 21 22
1 17 2 21 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 22
1 17 2 22 3 4 5 6 7 8 9 10 11 12 13 14 15 16 18 19 20 21
1 18 2 3 4 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22
1 18 2 4 3 5 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22
1 18 2 5 3 4 6 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22
1 18 2 6 3 4 5 7 8 9 10 11 12 13 14 15 16 17 19 20 21 22
1 18 2 7 3 4 5 6 8 9 10 11 12 13 14 15 16 17 19 20 21 22
1 18 2 8 3 4 5 6 7 9 10 11 12 13 14 15 16 17 19 20 21 22
1 18 2 9 3 4 5 6 7 8 10 11 12 13 14 15 16 17 19 20 21 22
1 18 2 10 3 4 5 6 7 8 9 11 12 13 14 15 16 17 19 20 21 22
1 18 2 11 3 4 5 6 7 8 9 10 12 13 14 15 16 17 19 20 21 22
1 18 2 12 3 4 5 6 7 8 9 10 11 13 14 15 16 17 19 20 21 22
1 18 2 13 3 4 5 6 7 8 9 10 11 12 14 15 16 17 19 20 21 22
1 18 2 14 3 4 5 6 7 8 9 10 11 12 13 15 16 17 19 20 21 22
1 18 2 15 3 4 5 6 7 8 9 10 11 12 13 14 16 17 19 20 21 22
